id,title,description,document_type,file_url,source,source_id,doi,publication_date,created_at
44,Elevation and elevation change of Greenland and Antarctica derived from CryoSat-2,"Abstract. This study focuses on the present-day surface elevation of the Greenland and Antarctic ice sheets. Based on 3 years of CryoSat-2 data acquisition we derived new elevation models (DEMs) as well as elevation change maps and volume change estimates for both ice sheets. Here we present the new DEMs and their corresponding error maps. The accuracy of the derived DEMs for Greenland and Antarctica is similar to those of previous DEMs obtained by satellite-based laser and radar altimeters. Comparisons with ICESat data show that 80% of the CryoSat-2 DEMs have an uncertainty of less than 3 m ± 15 m. The surface elevation change rates between January 2011 and January 2014 are presented for both ice sheets. We compared our results to elevation change rates obtained from ICESat data covering the time period from 2003 to 2009. The comparison reveals that in West Antarctica the volume loss has increased by a factor of 3. It also shows an anomalous thickening in Dronning Maud Land, East Antarctica which represents a known large-scale accumulation event. This anomaly partly compensates for the observed increased volume loss of the Antarctic Peninsula and West Antarctica. For Greenland we find a volume loss increased by a factor of 2.5 compared to the ICESat period with large negative elevation changes concentrated at the west and southeast coasts. The combined volume change of Greenland and Antarctica for the observation period is estimated to be −503 ± 107 km3 yr−1. Greenland contributes nearly 75% to the total volume change with −375 ± 24 km3 yr−1.",research_paper,,OpenAlex,https://openalex.org/W1989591467,https://doi.org/10.5194/tc-8-1539-2014,2014-08-20,2026-09-20 21:27:20.918186
45,Melting of ice shelves and the mass balance of Antarctica,"Abstract We calculate the present ice budget for Antarctica from measurements of accumulation minus iceberg calving, run-off and in situ melting beneath the floating ice shelves. The resulting negative mass balance of 469 Gt year−1differs substantially from other recent estimates but some components are subject to high temporal variability and budget uncertainties of 20–50%. Annual accumulation from an earlier review is adjusted to include the Antarctic Peninsula for a total of 2144 Gt year−1. An iceberg production rate of 2016 Gt year−1is obtained from the volume of large icebergs calculated from satellite images since 1978, and from the results of an international iceberg census project. Ice-shelf melting of 544 Gt year−1is derived from physical and geochemical observations of meltwater outflow, glaciological field studies and modeling of the sub-ice ocean circulation. The highest melt rates occur near ice fronts and deep within sub-ice cavities. Run-off from the ice-sheet surface and from beneath the grounded ice is taken to be 53 Gt year−1. Less than half of the negative mass balance need come from the grounded ice to account for the unattributed 0.45 mm year−1in the IPCC “best estimate” of the recent global sea-level rise.",research_paper,,OpenAlex,https://openalex.org/W1666018831,https://doi.org/10.1017/s0022143000002252,1992-01-01,2026-09-20 21:27:20.920866
46,Microbial Ecosystems of Antarctica,Preface 1. Introduction 2. Snow and ice ecosystems 3. Sea-ice ecosystems 4. The marginal-ice zone 5. The open ocean 6. Benthic marine environments 7. Lakes and streams 8. Soil ecosystems 9. Lithic ecosystems: the rock environments 10. Microbial strategies in Antarctica 11. Microbes and humans in Antarctica Glossary Appendixes References Index.,research_paper,,OpenAlex,https://openalex.org/W2002686483,https://doi.org/10.2307/1551307,1990-05-01,2026-09-20 21:27:20.923918
47,How isolated is Antarctica?,,research_paper,,OpenAlex,https://openalex.org/W2025398100,https://doi.org/10.1016/j.tree.2004.10.004,2004-12-15,2026-09-20 21:27:20.926671
48,Conversion of vegetable oil to biodiesel using immobilized Candida antarctica lipase,"Abstract Biodiesel derived from vegetable oils has drawn considerable attention with increasing environmental consciousness. We attempted continuous methanolysis of vegetable oil by an enzymatic process. Immobilized Candida antarctica lipase was found to be the most effective for the methanolysis among lipases tested. The enzyme was inactivated by shaking in a mixture containing more than 1.5 molar equivalents of methanol against the oil. To fully convert the oil to its corresponding methyl esters, at least 3 molar equivalents of methanol are needed. Thus, the reaction was conducted by adding methanol stepwise to avoid lipase inactivation. The first step of the reaction was conducted at 30°C for 10 h in a mixture of oil/methanol (1:1, mol/mol) and 4% immobilized lipase with shaking at 130 oscillations/min. After more than 95% methanol was consumed in ester formation, a second molar equivalent of methanol was added and the reaction continued for 14 h. The third molar equivalent of methanol was finally added and the reaction continued for 24 h (total reaction time, 48 h). This three‐step process converted 98.4% of the oil to its corresponding methyl esters. To investigate the stability of the lipase, the three‐step methanolysis process was repeated by transferring the immobilized lipase to a fresh substrate mixture. As a result, more than 95% of the ester conversion was maintained even after 50 cycles of the reaction (100 d).",research_paper,,OpenAlex,https://openalex.org/W2019604457,https://doi.org/10.1007/s11746-999-0067-6,1999-07-01,2026-09-20 21:27:20.929597
49,Inferring surface heat flux distributions guided by a global seismic model: particular application to Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2123042467,https://doi.org/10.1016/j.epsl.2004.04.011,2004-06-01,2026-09-20 21:27:20.93308
50,The Development of Paleoseaways Around Antarctica,This chapter contains sections titled: Introduction Prebreakup Reconstruction Early Jurassic Time Development of Paleoseaways Summary,research_paper,,OpenAlex,https://openalex.org/W1601823036,https://doi.org/10.1029/ar056p0007,2011-09-01,2026-09-20 21:27:20.935653
51,Choosing the future of Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2807097649,https://doi.org/10.1038/s41586-018-0173-4,2018-06-01,2026-09-20 21:27:23.121289
52,The Paris Climate Agreement and future sea-level rise from Antarctica,,research_paper,,OpenAlex,https://openalex.org/W3136144856,https://doi.org/10.1038/s41586-021-03427-0,2021-05-05,2026-09-20 21:27:23.130535
53,An Active Subglacial Water System in West Antarctica Mapped from Space,"Satellite laser altimeter elevation profiles from 2003 to 2006 collected over the lower parts of Whillans and Mercer ice streams, West Antarctica, reveal 14 regions of temporally varying elevation, which we interpret as the surface expression of subglacial water movement. Vertical motion and spatial extent of two of the largest regions are confirmed by satellite image differencing. A major, previously unknown subglacial lake near the grounding line of Whillans Ice Stream is observed to drain 2.0 cubic kilometers of water into the ocean over approximately 3 years, while elsewhere a similar volume of water is being stored subglacially. These observations reveal a wide spread, dynamic subglacial water system that may exert an important control on ice flow and mass balance.",research_paper,,OpenAlex,https://openalex.org/W2002675380,https://doi.org/10.1126/science.1136897,2007-02-15,2026-09-20 21:27:23.13737
54,"Climate correlations between Greenland and Antarctica during the past 100,000 years",,research_paper,,OpenAlex,https://openalex.org/W1976650585,https://doi.org/10.1038/372663a0,1994-12-01,2026-09-20 21:27:23.141727
57,Boundary Layer Halogens in Coastal Antarctica,"Halogens influence the oxidizing capacity of Earth's troposphere, and iodine oxides form ultrafine aerosols, which may have an impact on climate. We report year-round measurements of boundary layer iodine oxide and bromine oxide at the near-coastal site of Halley Station, Antarctica. Surprisingly, both species are present throughout the sunlit period and exhibit similar seasonal cycles and concentrations. The springtime peak of iodine oxide (20 parts per trillion) is the highest concentration recorded anywhere in the atmosphere. These levels of halogens cause substantial ozone depletion, as well as the rapid oxidation of dimethyl sulfide and mercury in the Antarctic boundary layer.",research_paper,,OpenAlex,https://openalex.org/W2100989243,https://doi.org/10.1126/science.1141408,2007-07-19,2026-09-20 21:27:23.150336
58,"Holocene carbon-cycle dynamics based on CO2 trapped in ice at Taylor Dome, Antarctica",,research_paper,,OpenAlex,https://openalex.org/W2133762128,https://doi.org/10.1038/18158,1999-03-01,2026-09-20 21:27:23.152948
59,Central West Antarctica among the most rapidly warming regions on Earth,,research_paper,,OpenAlex,https://openalex.org/W2113565325,https://doi.org/10.1038/ngeo1671,2012-12-21,2026-09-20 21:27:23.15571
60,Onset of deglacial warming in West Antarctica driven by local orbital forcing,,research_paper,,OpenAlex,https://openalex.org/W2151952626,https://doi.org/10.1038/nature12376,2013-08-01,2026-09-20 21:27:23.159306
61,"Proterozoic basement provinces of southern and southwestern Australia, and their correlation with Antarctica","Abstract Three Precambrian basement provinces extend from the southern coast of Australia into East Antarctica when reconstructed in a Gondwana configuration. These are, from east to west, the Mawson Craton, and the Albany-Fraser and Pinjarra Orogens. The Mawson Craton preserves evidence for tectonic activity from the late Archaean until the earliest Mesoproterozoic. It is exposed in the Gawler Craton of South Australia, the Terre Adélie and King George V Land coastline of East Antarctica, and the Miller Range of the central Transantarctic Mountains. It may form a significant part of the ice-covered East Antarctic Shield, although insufficient data are available to constrain its lateral extent. The Mawson Craton underwent late Palaeoproterozoic tectonism along its eastern margin (the Kimban Orogeny) and the occurrence of c. 1700Ma eclogites in the Transantarctic Mountains implies that this was, in part, a collisional event, although elsewhere it was characterized by low P/T metamorphism. The western margin of the Mawson Craton collided with a continental fragment comprising the Nawa Domain of the Gawler Craton, the Coompana Block and the Nornalup Complex of Western Australia at c. 1560Ma during the Kararan Orogeny. The western edge of the Nornalup Complex later collided with the Biranup and Fraser Complexes and Yilgarn Craton to form the Albany-Fraser Orogen during two stages of tectonism at c. 1350–1260 and 1210–1140Ma. The Pinjarra Orogen truncates the western margin of the Yilgarn Craton and Albany-Fraser Orogen, and contains allochthonous 1100–1000Ma gneissic blocks transported along the craton margin during at least two stages of Neoproterozoic transcurrent movement. It divides East Gondwana into Australo-Antarctic and Indo-Antarctic domains, which are distinct continental fragments with different Proterozoic histories that were juxtaposed by oblique collision at 550–500Ma during the assembly of Gondwana. The path taken by the Pinjarra Orogen beneath the Antarctic ice sheet is unknown, but it is of similar width and length to the East African Orogen, and must have been a fundamental Neoproterozoic boundary of critical importance to supercontinent assembly and breakup.",research_paper,,OpenAlex,https://openalex.org/W2092063385,https://doi.org/10.1144/gsl.sp.2003.206.01.07,2003-01-01,2026-09-20 21:27:23.161829
62,"Basal mechanics of Ice Stream B, west Antarctica: 1. Till mechanics","Data from laboratory geotechnical tests on till recovered from beneath Ice Stream B, West Antarctica, at the Upstream B camp (hereinafter the UpB till) show that failure strength of this till is strongly dependent on effective stress but is practically independent of strain and strain rate. These data support use of a Coulomb‐plastic rheology in modeling of ice stream behavior and subglacial till deformation. Our testing program combined triaxial, ring shear, and confined uniaxial tests to investigate till strength and compressibility. Results show that the UpB till follows closely Coulomb's equation in which shear strength is a linear function of normal effective stress (apparent cohesion near zero and internal friction angle ϕ equal to 24°). Till compressibility is best described by a logarithmic function that relates void ratio to normal effective stress. In general, the behavior of the UpB till is consistent with other experimental evidence regarding mechanical behavior of granular materials. Based on our laboratory results we formulate the Compressible‐Coulomb‐Plastic till model in which there are three interrelated, primary state variables: shear strength, void ratio, and normal effective stress. This model is used in the second part of our study to simulate response of subglacial till to realistic effective stress forcings. These simulations demonstrate that the model is capable of reproducing fundamental aspects of subglacial till kinematics: (1) occurrence of tilt rate oscillations and negative tilt rates in tiltmeter records, and (2) distributed till deformation to depths of 0.1–1.0 m beneath the ice base. Our laboratory and modeling results substantiate application of the Compressible‐Coulomb‐Plastic model in simulations of the motion of Ice Stream B over its weak till bed.",research_paper,,OpenAlex,https://openalex.org/W2054754818,https://doi.org/10.1029/1999jb900329,2000-01-10,2026-09-20 21:27:23.164374
63,Measurements of Time-Variable Gravity Show Mass Loss in Antarctica,"Using measurements of time-variable gravity from the Gravity Recovery and Climate Experiment satellites, we determined mass variations of the Antarctic ice sheet during 2002-2005. We found that the mass of the ice sheet decreased significantly, at a rate of 152 +/- 80 cubic kilometers of ice per year, which is equivalent to 0.4 +/- 0.2 millimeters of global sea-level rise per year. Most of this mass loss came from the West Antarctic Ice Sheet.",research_paper,,OpenAlex,https://openalex.org/W2053692638,https://doi.org/10.1126/science.1123785,2006-03-02,2026-09-20 21:27:23.166816
64,"Microorganisms in the Accreted Ice of Lake Vostok, Antarctica","Analysis of a portion of Vostok ice core number 5G, which is thought to contain frozen water derived from Lake Vostok, Antarctica (a body of liquid water located beneath about 4 kilometers of glacial ice), revealed between 2 x 10(2) and 3 x 10(2) bacterial cells per milliliter and low concentrations of potential growth nutrients. Lipopolysaccharide (a Gram-negative bacterial cell biomarker) was also detected at concentrations consistent with the cell enumeration data, which suggests a predominance of Gram-negative bacteria. At least a portion of the microbial assemblage was viable, as determined by the respiration of carbon-14-labeled acetate and glucose substrates during incubations at 3 degrees C and 1 atmosphere. These accreted ice data suggest that Lake Vostok may contain viable microorganisms.",research_paper,,OpenAlex,https://openalex.org/W1981099026,https://doi.org/10.1126/science.286.5447.2144,1999-12-10,2026-09-20 21:27:23.16922
65,Fungi in Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2040255019,https://doi.org/10.1007/s11157-006-9107-y,2006-12-28,2026-09-20 21:27:23.172087
66,"Dietary fiber, amino acid, fatty acid and tocopherol contents of the edible seaweeds Ulva lactuca and Durvillaea antarctica",,research_paper,,OpenAlex,https://openalex.org/W1977425096,https://doi.org/10.1016/j.foodchem.2005.07.027,2005-12-16,2026-09-20 21:27:23.174995
74,Anthropogenic impacts on marine ecosystems in Antarctica,"Antarctica is the most isolated continent on Earth, but it has not escaped the negative impacts of human activity. The unique marine ecosystems of Antarctica and their endemic faunas are affected on local and regional scales by overharvesting, pollution, and the introduction of alien species. Global climate change is also having deleterious impacts: rising sea temperatures and ocean acidification already threaten benthic and pelagic food webs. The Antarctic Treaty System can address local- to regional-scale impacts, but it does not have purview over the global problems that impinge on Antarctica, such as emissions of greenhouse gases. Failure to address human impacts simultaneously at all scales will lead to the degradation of Antarctic marine ecosystems and the homogenization of their composition, structure, and processes with marine ecosystems elsewhere.",research_paper,,OpenAlex,https://openalex.org/W1617570152,https://doi.org/10.1111/j.1749-6632.2010.05926.x,2011-03-01,2026-09-20 21:27:24.864914
67,An inventory of active subglacial lakes in Antarctica detected by ICESat (2003–2008),"Abstract Through the detection of surface deformation in response to water movement, recent satellite studies have demonstrated the existence of subglacial lakes in Antarctica that fill and drain on timescales of months to years. These studies, however, were confined to specific regions of the ice sheet. Here we present the first comprehensive study of these ‘active’ lakes for the Antarctic ice sheet north of 86° S, based on 4.5 years (2003–08) of NASA’s Ice, Cloud and land Elevation Satellite (ICESat) laser altimeter data. Our analysis has detected 124 lakes that were active during this period, and we estimate volume changes for each lake. The ICESat-detected lakes are prevalent in coastal Antarctica, and are present under most of the largest ice-stream catchments. Lakes sometimes appear to transfer water from one to another, but also often exchange water with distributed sources undetectable by ICESat, suggesting that the lakes may provide water to or withdraw water from the hydrologic systems that lubricate glacier flow. Thus, these reservoirs may contribute pulses of water to produce rapid temporal changes in glacier speeds, but also may withdraw water at other times to slow flow.",research_paper,,OpenAlex,https://openalex.org/W2032185735,https://doi.org/10.3189/002214309789470879,2009-01-01,2026-09-20 21:27:23.177614
68,Interpretation of discordant 40Ar/39Ar age-spectra of mesozoic tholeiites from antarctica,,research_paper,,OpenAlex,https://openalex.org/W2022223654,https://doi.org/10.1016/0016-7037(77)90184-3,1977-01-01,2026-09-20 21:27:23.181288
69,Macroplastics at sea around Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2114009483,https://doi.org/10.1016/j.marenvres.2010.05.006,2010-05-20,2026-09-20 21:27:23.183777
70,Synchronous Climate Changes in Antarctica and the North Atlantic,"Central Greenland ice cores provide evidence of abrupt changes in climate over the past 100,000 years. Many of these changes have also been identified in sedimentary and geochemical signatures in deep-sea sediment cores from the North Atlantic, confirming the link between millennial-scale climate variability and ocean thermohaline circulation. It is shown here that two of the most prominent North Atlantic events-the rapid warming that marks the end of the last glacial period and the Bolling/Allerod-Younger Dryas oscillation-are also recorded in an ice core from Taylor Dome, in the western Ross Sea sector of Antarctica. This result contrasts with evidence from ice cores in other regions of Antarctica, which show an asynchronous response between the Northern and Southern Hemispheres.",research_paper,,OpenAlex,https://openalex.org/W2128832472,https://doi.org/10.1126/science.282.5386.92,1998-10-02,2026-09-20 21:27:23.186343
71,Continent-wide risk assessment for the establishment of nonindigenous species in Antarctica,"Invasive alien species are among the primary causes of biodiversity change globally, with the risks thereof broadly understood for most regions of the world. They are similarly thought to be among the most significant conservation threats to Antarctica, especially as climate change proceeds in the region. However, no comprehensive, continent-wide evaluation of the risks to Antarctica posed by such species has been undertaken. Here we do so by sampling, identifying, and mapping the vascular plant propagules carried by all categories of visitors to Antarctica during the International Polar Year's first season (2007-2008) and assessing propagule establishment likelihood based on their identity and origins and on spatial variation in Antarctica's climate. For an evaluation of the situation in 2100, we use modeled climates based on the Intergovernmental Panel on Climate Change's Special Report on Emissions Scenarios Scenario A1B [Nakićenović N, Swart R, eds (2000) Special Report on Emissions Scenarios: A Special Report of Working Group III of the Intergovernmental Panel on Climate Change (Cambridge University Press, Cambridge, UK)]. Visitors carrying seeds average 9.5 seeds per person, although as vectors, scientists carry greater propagule loads than tourists. Annual tourist numbers (∼33,054) are higher than those of scientists (∼7,085), thus tempering these differences in propagule load. Alien species establishment is currently most likely for the Western Antarctic Peninsula. Recent founder populations of several alien species in this area corroborate these findings. With climate change, risks will grow in the Antarctic Peninsula, Ross Sea, and East Antarctic coastal regions. Our evidence-based assessment demonstrates which parts of Antarctica are at growing risk from alien species that may become invasive and provides the means to mitigate this threat now and into the future as the continent's climate changes.",research_paper,,OpenAlex,https://openalex.org/W2155546647,https://doi.org/10.1073/pnas.1119787109,2012-03-05,2026-09-20 21:27:24.855302
72,Ground‐based measurements of spatial and temporal variability of snow accumulation in East Antarctica,"The East Antarctic Ice Sheet is the largest, highest, coldest, driest, and windiest ice sheet on Earth. Understanding of the surface mass balance (SMB) of Antarctica is necessary to determine the present state of the ice sheet, to make predictions of its potential contribution to sea level rise, and to determine its past history for paleoclimatic reconstructions. However, SMB values are poorly known because of logistic constraints in extreme polar environments, and they represent one of the biggest challenges of Antarctic science. Snow accumulation is the most important parameter for the SMB of ice sheets. SMB varies on a number of scales, from small‐scale features (sastrugi) to ice‐sheet‐scale SMB patterns determined mainly by temperature, elevation, distance from the coast, and wind‐driven processes. In situ measurements of SMB are performed at single points by stakes, ultrasonic sounders, snow pits, and firn and ice cores and laterally by continuous measurements using ground‐penetrating radar. SMB for large regions can only be achieved practically by using remote sensing and/or numerical climate modeling. However, these techniques rely on ground truthing to improve the resolution and accuracy. The separation of spatial and temporal variations of SMB in transient regimes is necessary for accurate interpretation of ice core records. In this review we provide an overview of the various measurement techniques, related difficulties, and limitations of data interpretation; describe spatial characteristics of East Antarctic SMB and issues related to the spatial and temporal representativity of measurements; and provide recommendations on how to perform in situ measurements.",research_paper,,OpenAlex,https://openalex.org/W2066532218,https://doi.org/10.1029/2006rg000218,2008-04-10,2026-09-20 21:27:24.859013
73,"Sustained increase in ice discharge from the Amundsen Sea Embayment, West Antarctica, from 1973 to 2013","We combine measurements of ice velocity from Landsat feature tracking and satellite radar interferometry, and ice thickness from existing compilations to document 41 years of mass flux from the Amundsen Sea Embayment (ASE) of West Antarctica. The total ice discharge has increased by 77% since 1973. Half of the increase occurred between 2003 and 2009. Grounding‐line ice speeds of Pine Island Glacier stabilized between 2009 and 2013, following a decade of rapid acceleration, but that acceleration reached far inland and occurred at a rate faster than predicted by advective processes. Flow speeds across Thwaites Glacier increased rapidly after 2006, following a decade of near‐stability, leading to a 33% increase in flux between 2006 and 2013. Haynes, Smith, Pope, and Kohler Glaciers all accelerated during the entire study period. The sustained increase in ice discharge is a possible indicator of the development of a marine ice sheet instability in this part of Antarctica.",research_paper,,OpenAlex,https://openalex.org/W2017195198,https://doi.org/10.1002/2013gl059069,2014-02-12,2026-09-20 21:27:24.861895
75,"Valley floor climate observations from the McMurdo dry valleys, Antarctica, 1986–2000","Climate observations from the McMurdo dry valleys, East Antarctica are presented from a network of seven valley floor automatic meteorological stations during the period 1986 to 2000. Mean annual temperatures ranged from −14.8°C to −30.0°C, depending on the site and period of measurement. Mean annual relative humidity is generally highest near the coast. Mean annual wind speed increases with proximity to the polar plateau. Site‐to‐site variation in mean annual solar flux and PAR is due to exposure of each station and changes over time are likely related to changes in cloudiness. During the nonsummer months, strong katabatic winds are frequent at some sites and infrequent at others, creating large variation in mean annual temperature owing to the warming effect of the winds. Katabatic wind exposure appears to be controlled to a large degree by the presence of colder air in the region that collects at low points and keeps the warm less dense katabatic flow from the ground. The strong influence of katabatic winds makes prediction of relative mean annual temperature based on geographical position (elevation and distance from the coast) alone, not possible. During the summer months, onshore winds dominate and warm as they progress through the valleys creating a strong linear relationship (r 2 = 0.992) of increasing potential temperature with distance from the coast (0.09°C km −1 ). In contrast to mean annual temperature, summer temperature lends itself quite well to model predictions, and is used to construct a statistical model for predicting summer dry valley temperatures at unmonitored sites.",research_paper,,OpenAlex,https://openalex.org/W2014391597,https://doi.org/10.1029/2001jd002045,2002-12-21,2026-09-20 21:27:24.867937
76,Lichens of Antarctica and South Georgia: a guide to their identification and ecology,Preface Acknowledgements Introduction Environment and lichen ecology of Antarctica and South Georgia Materials and methods Artificial keys to the genera Systematic and ecological accounts of the genera and species References Glossary Index of taxa.,research_paper,,OpenAlex,https://openalex.org/W1540102336,,2001-01-01,2026-09-20 21:27:24.870827
77,Increased ice losses from Antarctica detected by CryoSat-2,"We use 3 years of Cryosat-2 radar altimeter data to develop the first comprehensive assessment of Antarctic ice sheet elevation change. This new data set provides near-continuous (96%) coverage of the entire continent, extending to within 215 km of the South Pole and leading to a fivefold increase in the sampling of coastal regions where the vast majority of all ice losses occur. Between 2010 and 2013, West Antarctica, East Antarctica, and the Antarctic Peninsula changed in mass by −134 ± 27, −3 ± 36, and −23 ± 18 Gt yr−1, respectively. In West Antarctica, signals of imbalance are present in areas that were poorly surveyed by past missions, contributing additional losses that bring altimeter observations closer to estimates based on other geodetic techniques. However, the average rate of ice thinning in West Antarctica has also continued to rise, and mass losses from this sector are now 31% greater than over the period 2005–2010.",research_paper,,OpenAlex,https://openalex.org/W2070620886,https://doi.org/10.1002/2014gl060111,2014-05-16,2026-09-20 21:27:24.87415
78,"Rapid Collapse of Northern Larsen Ice Shelf, Antarctica","In January 1995, 4200 square kilometers of the northern Larsen Ice Shelf, Antarctic Peninsula, broke away. Radar images from the ERS-1 satellite, complemented by field observations, showed that the two northernmost sections of the ice shelf fractured and disintegrated almost completely within a few days. This breakup followed a period of steady retreat that coincided with a regional trend of atmospheric warming. The observations imply that after an ice shelf retreats beyond a critical limit, it may collapse rapidly as a result of perturbated mass balance.",research_paper,,OpenAlex,https://openalex.org/W2061839064,https://doi.org/10.1126/science.271.5250.788,1996-02-09,2026-09-20 21:27:24.877581
79,Accelerated Sea-Level Rise from West Antarctica,"Recent aircraft and satellite laser altimeter surveys of the Amundsen Sea sector of West Antarctica show that local glaciers are discharging about 250 cubic kilometers of ice per year to the ocean, almost 60% more than is accumulated within their catchment basins. This discharge is sufficient to raise sea level by more than 0.2 millimeters per year. Glacier thinning rates near the coast during 2002-2003 are much larger than those observed during the 1990s. Most of these glaciers flow into floating ice shelves over bedrock up to hundreds of meters deeper than previous estimates, providing exit routes for ice from further inland if ice-sheet collapse is under way.",research_paper,,OpenAlex,https://openalex.org/W2143634733,https://doi.org/10.1126/science.1099650,2004-09-24,2026-09-20 21:27:24.880692
80,The role of atmospheric rivers in anomalous snow accumulation in East Antarctica,"Abstract Recent, heavy snow accumulation events over Dronning Maud Land (DML), East Antarctica, contributed significantly to the Antarctic ice sheet surface mass balance (SMB). Here we combine in situ accumulation measurements and radar‐derived snowfall rates from Princess Elisabeth station (PE), located in the DML escarpment zone, along with the European Centre for Medium‐range Weather Forecasts Interim reanalysis to investigate moisture transport patterns responsible for these events. In particular, two high‐accumulation events in May 2009 and February 2011 showed an atmospheric river (AR) signature with enhanced integrated water vapor (IWV), concentrated in narrow long bands stretching from subtropical latitudes to the East Antarctic coast. Adapting IWV‐based AR threshold criteria for Antarctica (by accounting for the much colder and drier environment), we find that it was four and five ARs reaching the coastal DML that contributed 74–80% of the outstanding SMB during 2009 and 2011 at PE. Therefore, accounting for ARs is crucial for understanding East Antarctic SMB.",research_paper,,OpenAlex,https://openalex.org/W1998382202,https://doi.org/10.1002/2014gl060881,2014-08-15,2026-09-20 21:27:24.884232
90,Computations of the viscoelastic response of a 3-D compressible Earth to surface loading: an application to Glacial Isostatic Adjustment in Antarctica and Canada,"We develop a 3-D finite-element model to study the viscoelastic response of a compressible Earth to surface loads. The effects of centre of mass motion, polar wander feedback, and self-consistent ocean loading are implemented. To assess the model's accuracy, we benchmark the numerical results against a semi-analytic solution for spherically symmetric structure. We force our model with the ICE-5G global ice loading history to study the effects of laterally varying viscosity structure on several glacial isostatic adjustment (GIA) observables, including relative sea-level (RSL) measurements in Canada, and present-day time-variable gravity and uplift rates in Antarctica. Canadian RSL observations have been used to determine the Earth's globally averaged viscosity profile. Antarctic GPS uplift rates have been used to constrain Antarctic GIA models. And GIA time-variable gravity and uplift signals are error sources for GRACE and altimeter estimates of present-day Antarctic ice mass loss, and must be modelled and removed from those estimates. Computing GIA results for a 3-D viscosity profile derived from a realistic seismic tomography model, and comparing with results computed for 1-D averages of that 3-D profile, we conclude that: (1) a GIA viscosity model based on Canadian relative sea-level data is more likely to represent a Canadian average than a true global average; (2) the effects of 3-D viscosity structure on GRACE estimates of present-day Antarctic mass loss are probably smaller than the difference between GIA models based on different Antarctic deglaciation histories and (3) the effects of 3-D viscosity structure on Antarctic GPS observations of present-day uplift rate can be significant, and can complicate efforts to use GPS observations to constrain 1-D GIA models.",research_paper,,OpenAlex,https://openalex.org/W2022712506,https://doi.org/10.1093/gji/ggs030,2012-11-16,2026-09-20 21:27:24.916879
81,ISMIP6 Antarctica: a multi-model ensemble of the Antarctic ice sheet evolution over the 21st century,"Abstract. Ice flow models of the Antarctic ice sheet are commonly used to simulate its future evolution in response to different climate scenarios and assess the mass loss that would contribute to future sea level rise. However, there is currently no consensus on estimates of the future mass balance of the ice sheet, primarily because of differences in the representation of physical processes, forcings employed and initial states of ice sheet models. This study presents results from ice flow model simulations from 13 international groups focusing on the evolution of the Antarctic ice sheet during the period 2015–2100 as part of the Ice Sheet Model Intercomparison for CMIP6 (ISMIP6). They are forced with outputs from a subset of models from the Coupled Model Intercomparison Project Phase 5 (CMIP5), representative of the spread in climate model results. Simulations of the Antarctic ice sheet contribution to sea level rise in response to increased warming during this period varies between −7.8 and 30.0 cm of sea level equivalent (SLE) under Representative Concentration Pathway (RCP) 8.5 scenario forcing. These numbers are relative to a control experiment with constant climate conditions and should therefore be added to the mass loss contribution under climate conditions similar to present-day conditions over the same period. The simulated evolution of the West Antarctic ice sheet varies widely among models, with an overall mass loss, up to 18.0 cm SLE, in response to changes in oceanic conditions. East Antarctica mass change varies between −6.1 and 8.3 cm SLE in the simulations, with a significant increase in surface mass balance outweighing the increased ice discharge under most RCP 8.5 scenario forcings. The inclusion of ice shelf collapse, here assumed to be caused by large amounts of liquid water ponding at the surface of ice shelves, yields an additional simulated mass loss of 28 mm compared to simulations without ice shelf collapse. The largest sources of uncertainty come from the climate forcing, the ocean-induced melt rates, the calibration of these melt rates based on oceanic conditions taken outside of ice shelf cavities and the ice sheet dynamic response to these oceanic changes. Results under RCP 2.6 scenario based on two CMIP5 climate models show an additional mass loss of 0 and 3 cm of SLE on average compared to simulations done under present-day conditions for the two CMIP5 forcings used and display limited mass gain in East Antarctica.",research_paper,,OpenAlex,https://openalex.org/W3002630673,https://doi.org/10.5194/tc-14-3033-2020,2020-09-17,2026-09-20 21:27:24.887848
82,Cenozoic motion between East and West Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2044612552,https://doi.org/10.1038/35004501,2000-03-01,2026-09-20 21:27:24.891475
83,Mid-Miocene cooling and the extinction of tundra in continental Antarctica,"A major obstacle in understanding the evolution of Cenozoic climate has been the lack of well dated terrestrial evidence from high-latitude, glaciated regions. Here, we report the discovery of exceptionally well preserved fossils of lacustrine and terrestrial organisms from the McMurdo Dry Valleys sector of the Transantarctic Mountains for which we have established a precise radiometric chronology. The fossils, which include diatoms, palynomorphs, mosses, ostracodes, and insects, represent the last vestige of a tundra community that inhabited the mountains before stepped cooling that first brought a full polar climate to Antarctica. Paleoecological analyses, (40)Ar/(39)Ar analyses of associated ash fall, and climate inferences from glaciological modeling together suggest that mean summer temperatures in the region cooled by at least 8 degrees C between 14.07 +/- 0.05 Ma and 13.85 +/- 0.03 Ma. These results provide novel constraints for the timing and amplitude of middle-Miocene cooling in Antarctica and reveal the ecological legacy of this global climate transition.",research_paper,,OpenAlex,https://openalex.org/W2034328663,https://doi.org/10.1073/pnas.0802501105,2008-08-04,2026-09-20 21:27:24.894556
