id,title,description,document_type,file_url,source,source_id,doi,publication_date,created_at
143,Adelie Penguin Dietary Data From Bechervaise Island Antarctica,"This dataset contains the results from surveys on the feeding habits of Adelie Penguins (Pygoscelis adeliae) on Bechervaise Island, Mawson, Antarctica.  Surveys have been conducted since 1991, and are ongoing to determine the diet composition and prey species of penguins.

Data for this project were compiled by Megan Tierney, as part of her PhD Thesis, and are presented in two excel spreadsheets.

Also provided in the Related URL section, is a link to a trophic database of ""A compilation of dietary and related data from the Southern Ocean"".  This database contains a large amount of other publicly available diet related data collected as part of the Australian Antarctic program.",dataset,https://data.aad.gov.au/eds/3173/download,NASA Earthdata,C1214311760-AU_AADC,,,2026-09-20 21:43:28.743474
147,"Microprobe and noble gas analyses of rock and meteoritic debris at Graphite Peak, Antarctica.","Detailed microprobe data of the major and minor elements from samples collected
      at Graphite Peak Antarctica.  Datasets include all Fosterite and Enstatite
      analyses, metal grains, meteoritic metal, platinum group elements (PGEs), Fe-Ni
      oxides, opaques, silicates, sulfides, SiAl.  In addition, noble gas
      measurements on magnetic grains and carbon carriers (fullerenes) is included.
      SEM and Microprobe picture are available for individual magnetic grains and
      meteroritc fragments identified in these samples.",dataset,,NASA Earthdata,C1214586474-SCIOPS,,,2026-09-20 21:43:28.759866
148,"BIOSTRATIGRAPHY AND SEDIMENTOLOGY OF THE SANTONIAN-MAASTRICHTIAN FROM THE JAMES ROSS BASIN, ANTARCTICA. PALEOBIOLOGICAL AND PALEOENVIRONMETAL EVENTS-PICTO 36326-2005","ENGLISH
This proposal is directed to the study of important, but not yet totally solved, scientific questions involving geologic, paleobiologic, and paleoclimatic high-latitude events. The expected results will also have application in exploration activities requiring the utilization of high-resolution chronological charts. The excellent sedimentary record of the James Ross Basin, with thick, fossiliferous, and relatively complete Santonian-Danian and Eocene sections, is particularly apt for the study of global changes involved in the transition from the warm-temperate Cretaceous climatic conditions to the severe, cold Neogene climatic conditions. It is hypothesized that the faunal composition and geographic and stratigraphic distribution of the Late Cretaceous marine fossils (mega- and microfossils) should reflect the interaction of geologic, climatic, and biologic events associated to the splitting of Gondwana fragments and southern high-latitudes climatic and oceanographic changes. The knowledge of these interactions is hampered by the lack of a precise temporal and spatial ordering of geologic events and by an inadequate knowledge of the foraminiferal associations and paleo-environmental settings within the Basin, particularly near the transition of the major Santonian- Danian sedimentary cycles and the Eocene. The establishment of a detailed chronology, based on ammonite and foraminifera bio-stratigraphy, and the knowledge of the geologic evolution, paleo-ecology, sedimentary facies and paleoenvironmental settings, and sequence stratigraphy for the Santonian-Danian interval are one of the major expected results of this proposal. The expected faunal changes and events within the James Ross Basin will be precisely framed within this biostratigraphic scheme, and compared with faunal changes already known from Tierra del Fuego and ODP sites near Antarctica. During the Late Cretaceous and the Eocene, Antarctica and Tierra del Fuego were closer together than their present geographic position, thus a transect from shallow marine, typical for the James Ross Basin, to deep marine environments, typical for most of the Tierra del Fuego succession, could be evaluated.

SPANISH

Se propone estudiar un conjunto de acontecimientos geol�gicos, paleobiol�gicos y paleoclim�ticos desarrollados en altas latitudes del Hemisferio Sur, cuyo conocimiento es importante para resolver problemas cient�ficos con aplicaci�n en exploraci�n de recursos naturales que requieran la utilizaci�n de esquemas cronol�gicos de alta resoluci�n. El excelente registro sedimentario de la cuenca James Ross, con espesas secciones fosil�feras, relativamente continuas para el Santoniano-Daniano y el Eoceno, favorecen el estudio de cambios ambientales globales que involucran la transici�n entre las condiciones c�lidas y templadas del Cret�cico y las severas condiciones clim�ticas fr�as del Ne�geno. La investigaci�n de la composici�n, distribuci�n geogr�fica y estratigr�fica de f�siles (mega y microfauna) del Cret�cico superior deber�a reflejar la interacci�n de acontecimientos geol�gicos, clim�ticos y biol�gicos relacionados con la fragmentaci�n de Gondwana y los cambios clim�ticos y oceanogr�ficos ocurridos en altas latitudes del Hemisferio Sur. El estudio de estas interacciones est� dificultado por la falta de un adecuado ordenamiento espacial y temporal de acontecimientos y por la falta de conocimiento m�s detallado de las asociaciones de foramin�feros y paleoambientes sedimentarios, especialmente en las transiciones entre los grandes ciclos sedimentarios del Santoniano-Daniano y del Eoceno
definidos en la cuenca. La obtenci�n de un adecuado marco cronol�gico de referencia, basado en la bioestratigraf�a de los amonites y los foramin�feros, y el entendimiento de la evoluci�n geol�gica, paleoecol�gica, de facies y paleoambientes sedimentarios y estratigraf�a secuencial del intervalo Santoniano-Maastrichtiano, imprescindible para abordar correctamente estas interacciones, constituye uno de los objetivos fundamentales del presente proyecto. Otro objetivo general es la comparaci�n de la
columna del Cret�cico superior de Ant�rtida con la sucesi�n sedimentaria, recientemente establecida por el grupo de investigaci�n en la Isla Grande de Tierra del Fuego y con las determinadas en sitios del programa ODP (Ocean Drilling Project) en regiones ant�rticas. Dada la mayor proximidad geogr�fica de las regiones ant�rticas y fueguinas durante el Cret�cico tard�o, y el contraste generalizado de sus respectivos ambientes depositacionales (plataforma en la cuenca James Ross y marino profundo en Tierra del
Fuego) permitir� evaluar una suerte de transecta comparativa entre ambientes de plataforma y marinos profundos para el Cret�cico superior. Por razones de continuidad estratigr�fica se contempla",dataset,,NASA Earthdata,C1214594404-SCIOPS,,,2026-09-20 21:43:28.763643
149,GEOPHYSICAL INVESTIGATIONS OF THE MAGMATIC ARC IN THE NORTHWESTERN PENINSULA ANTARCTICA AND ITS TECTONIC DEVELOPMENT - PICTO 36177 2005,"ENGLISH
This project comprises geophysical, structural, and petrologic studies aiming to define the geometry, lateral relationships, and tectonic evolution of the geologic units of the Mesozoic magmatic arc of the western Antarctic Peninsula. The obtained results will be correlated with the southernmost South America (Tierra del Fuego) which would have been part of the same Mesozoic magmatic arc. Processing of geophysical data (gravimetry, magnetic data, geoelectric data and reflection seismic) along with the petrologic study of plutonic, volcanic, and metamorphic rocks, accompanied by specific paleomagnetic and AMS surveys in some volcanic, intrusive and sedimentary bodies, will allow us to present maps with geologic and geophysical sections. Modeling of geophysical data will allow us to decipher the deep structural geometry of the western Antarctic Peninsula, whereas the surface structural survey will be directed towards the characterization of deformation mechanisms (both in the brittle and ductile regime) as well as the structural evolution of the studied area. The planned paleomagnetic studies aim to address the oroclinal vs. orogenic nature of the Antarctic Peninsula arc. Paleogeographic reconstructions from the Early Jurassic through Upper Cenozoic will be presented as well as balanced cross-sections with the pre-compressive configuration with the purpose of defining the geometry and paleogeographic boundaries of the old retro-arc and fore-arc basins.

SPANISH
El proyecto comprende escencialmente un estudio integral geofisico estructural y petrologico que apunta a definir la geometria,relaciones laterales y su desarrollo tectonico en superficie y en profundidad de las diferentes unidades geologicas del antiguo arco magmatico Mesozoico parcialmente aflorantes en el borde W de la Peninsula Antartica.Los resultados obtenidos en este sector antartico, seran correlacionados con el extremo de Sudamerica en el sector de Tierra del Fuego que habria formado parte de ese arco magmatico durante el Mesozoico.La elaboracion de los datos geofisicos(gravimetria,magnetometria, geoelectrica y sismica de reflexion). Estudios petrologicos de las rocas plutonicas, volcanicas y metamorficas,paleomagneticos y de anisotropia de susceptibilidad magnetica, especificos sobre cuerpos volcanicos, intrusivos y sedimentarios, permitiran presentar mapas y transectas geologicas y geofisicas que sinteticen la evolucion geodinamica del arco magmatico integrando estos resultados con la informacion del sector sudamericano.Todos los datos a adquirir en el terreno, seran georreferenciados con DGPS . La aplicacion 1 de 9 de modelos de inversion a los relevamientos geofisicos permitiran fundamentalmente reconstruir la geometria estructural profunda del borde W de la Peninsula Antartica, mientras que el relevamiento estructural apuntara a la determinacion de los mecanismos deformativos tanto en regimen ductil como fragil y contribuiran a la reconstruccion de la historia deformativa de la region. Los estudios paleomagneticos aqui propuestos coadyudaran a dilucidar si el arqueamiento de la Peninsula Antartica es primario u oroclinal o bien controlado por una serie de rotaciones locales que configuran la forma actual. Se realizaran reconstrucciones paleogeograficas desde el Jurasico temprano hasta el Cenozoico superior y perfiles balanceados estirados reconstruyendo las dimensiones pre-compresion con el fin de estimar geometria y limites paleogeograficos de la antigua cuenca de retro y antearco y espesores del relleno sedimentario afectado por la orogenia.",dataset,,NASA Earthdata,C1214594402-SCIOPS,,,2026-09-20 21:43:28.769527
150,Biodiversity and ecology of algae from continental environments in Maritime Antarctica. Project No. 25  2002-2004,"ENGLISH:
Project No. 25 2002-2004 (in cooperation with Buenos Aires University,
Argentina)

This project aims to obtain a thorough survey of the diversity of continental
algae in three areas of the Maritime Antarctica: Hope Bay, Cierva Point and
Potter Cove. Environmental features influencing both structure and functioning
of freshwater algal communities (phytoplankton, phytoperiphyton) are analyzed. 
Interactions between aquatic communities such as herbivory and competition are
also studied, thus contributing to the knowledge of the integrated functioning
of these communities.  On the other hand, the composition and structure of soil
algal communities from Cierva Point is exhaustively studied.  On the basis of
previous results obtained by our group, species or groups of species requiring
deeper taxonomical studies through culturing and/or molecular techniques will
be selected. Polimorphism of certain taxa will also be studied, together with
physico-chemical factors involved.

SPANISH:
Diversidad y ecologia de algas de ambientes continentales de Antartica
Maritima.Proyecto No 25  2002-2004 (En cooperacion con Universidad de Buenos
Aires)

Este proyecto apunta a obtener un relevamiento exhaustivo de la diversidad
algal continental en tres zonas de la Antartica Maritima: Bahia Esperanza,
Punta Cierva y Caleta Potter.  En el marco de este proyecto se analizan las
condiciones ambientales que influyen en la estructura y funcionamiento de las
comunidades algales (fitoplancton y fitoperifiton).  Las investigaciones
propustas apuntan tambien a analizar las interacciones entre las comunidades
acuaticas: efectos de herbivoria y fenomenos de competencia, asi como a obtener
un conocimiento integrado del funcionamiento de las comunidades acuaticas de
estos sistemas.  Por otro lado se efectuara un relevamiento completo de la
ficoflora del suelo en la zona de Punta Cierva, estudiandose en forma
particular aquellas especies que presenten interes ficologico.  Ademas, en base
a la informacion obtenida previamente por nuestro grupo en estas zonas
antarticas, se seleccionaran algunos taxa clave de estas comunidades cuyas
identificaciones requieren estudios mas profundos mediante cultivos y tecnicas
moleculares. Tambien se estudiara el polimorfismo de ciertos taxa y los
factores fisico-quimicos involucrados.",dataset,,NASA Earthdata,C1214613597-SCIOPS,,,2026-09-20 21:43:28.774322
151,"Breeding Biology of Male Southern Elephant Seals (Mirounga leonine) at South Shetland Islands, Antarctica. Project No. 44 2002-2004","Project: Breeding Biology of Male Southern Elephant Seals (Mirounga
leonine) at South Shetland Islands, Antarctica. Project No. 44 2002-2004

ENGLISH
Project in cooperation with Universidad Nacional de La Plata, Buenos
Aires, ARGENTINA

The Southern elephant seal is a polygynous, sexual dimorphic species
in which males are 4 -10 times greater than females. Males begin to
arrive at the start of the breeding season and  fight each other in
areas where females will settle to give birth. When pregnant females
begin to arrive, they gather in groups called harems. The result of
the encounters between males is a dominance hierarchy at each breeding
area, which reduces access to the grouped females to the
highest-ranking males, thus allowing them to increase their breeding
success. Male size is an important variable to take into account in
this social structure; however, additional factors such as prior
residence at the breeding area, male age, and time spent on the beach
could also be variables that affect male social rank in the dominance
hierarchy and thus male breeding success.

By combining different techniques (paternity analyses, body
measurements, daily censuses) we propose to study the breeding biology
of southern elephant seals at Stranger Point, King George Island,
identifying potential different strategies displayed by males to
increase their breeding success.

SPANISH
Biologia reproductiva de machos de elefante marino del sur (Mirounga
leonina) en las Islas Shetland del Sur, Antartica. (Proyecto en
cooperacion con la Universidad Nacional de La Plata)
   Director: Lic. Alejandro Carlini
   Co-Director:  ---

Resumen del Proyecto: El elefante marino del sur es una especie
poligamica y sexualmente dimorfica en la cual los machos son entre 4 y
10 veces mas pesados que las hembras. Durante la estacion reproductiva
los machos adultos compiten por el acceso a las hembras y como
resultado de esta competencia se establece una jerarquizacion de los
individuos dentro y en las proximidades de los harenes. El tamano
parece ser una variable de gran importancia en dicha jerarquizacion
pero otros factores, entre ellos el arribo temprano a la colonia, la
edad y el tiempo de permanencia tambien podrian afectarla y por lo
tanto hacer lo propio con el exito reproductivo. Ademas es posible que
machos de diferentes jerarquias adopten distintas estrategias con el
objeto de maximizar la probabilidad de fecundar hembras.

Combinando diferentes metodologias (analisis de paternidad por
microsatelites, medidas corporales, analisis de sonogramas y
monitoreos periodicos a lo largo de la estacion reproductiva) se
propone estudiar la biolog?a reproductiva de los machos de la especie,
en la colonia situada en Punta Stranger, Isla 25 de Mayo, a fin de
identificar las posibles estrategias individuales empleadas por ellos
para maximizar su exito reproductivo.",dataset,,NASA Earthdata,C1214614057-SCIOPS,,,2026-09-20 21:43:28.778487
152,Life sciences - Environmental Monitoring Data for Antarctica from the Instituto Antartico Argentino,"This data set contains the monitoring of environmental features and assessment
of human impacts in the vicinity of Argentine Stations in Antarctica, including
the monitoring of population parameters of bird colonies in relation to human
activities (Tourism, Logistics, Science).

This data set also contains the analysis of plant communities in protected
areas of Antarctica.",dataset,,NASA Earthdata,C1214611669-SCIOPS,,,2026-09-20 21:43:29.523234
153,"Geodetic Data from Belgrano Base II Automatic Recording Station (Belg), Antarctica","Geodetic data from GPS Automatic Recording Station (ARS) at Belgrano Base II
(Belg), Antarctica",dataset,,NASA Earthdata,C1214614077-SCIOPS,,,2026-09-20 21:43:29.531505
154,"Geodetic Data from Jubany Base Automatic Recording Station (Dall), Antarctica","Ongoing GPS Monitoring at Jubany Base (Dall) as part of research being carried
out by the Instituto Antartico Argentino (IAA) in cooperation with Alfred
Wegener Institute (AWI), Germany.",dataset,,NASA Earthdata,C1214614078-SCIOPS,,,2026-09-20 21:43:29.538849
155,"Geodetic Data from the San Martin Base Automatic Recording Station (Smrt), Antarctica","Ongoing GPS Monitoring at San Martin Base, Antarctica, as part of research
conducted by  the Instituto Antartico Argentino (IAA) in cooperation with
Alfred Wegener Institute (AWI), Germany.",dataset,,NASA Earthdata,C1214614115-SCIOPS,,,2026-09-20 21:43:29.546474
156,"Jurassic Trees at Jason Peninsula, Antarctica","A new discovery of Jurassic flora (tree trunks and stemps), located in
Ramirez nunatak, Jason Peninsula, on the East side of Antarctic Peninsula is
described. Together with another fossil flora locality at Brebbia Nunatak
(Jason Peninsula), they showing evidence of a subaereal eruption character
of the ignimbritic rocks  where the fossil flora was found, and the positive
character of Jason Peninsula in the Larsen Basin during the Jurassic-Early
Cretaceous time.",dataset,,NASA Earthdata,C1214611548-SCIOPS,,,2026-09-20 21:43:29.552977
157,"Age and environment of Miocene - Pliocene glaciomarine deposits, James Ross Island, Antarctica","Knowledge of the late Miocene - Pliocene climate of West Antarctica,
recorded by sedimentary units within the James Ross Island Volcanic
Group, is still fragmentary. Late Miocene glaciomarine deposits at the
base of the group in eastern James Ross Island (Hobbs Glacier
Formation) and Late Pliocene (3 Ma) interglacial strata at its local
top on Cockburn Island (Cockburn Island Formation) have been studied
extensively, but other Neogene sedimentary rocks on James Ross Island
have thus far not been considered in great detail. Here, we document
two further occurrences of glaciomarine strata, included in an
expanded Hobbs Glacier Formation, which demonstrate the stratigraphic
complexity of the James Ross Island Volcanic Group: reworked
diamictites intercalated within the volcanic sequence at Fiordo Bel?n,
northern James Ross Island, are dated by 40Ar/39Ar and 87Sr/86Sr at
c. 7 Ma (Late Miocene), but massive diamictites which underlie
volcanic rocks near Cape Gage, on eastern James Ross Island, yielded
an Ar - Ar age of <3.1 Ma (Late Pliocene). These age assignments are
confirmed by benthic foraminiferal index species of the genus
Ammoelphidiella. The geological setting and Cassidulina-dominated
foraminiferal biofacies of the rocks at Fiordo Belen suggest
deposition in water depths of 150 - 200 m. The periglacial deposits
and waterlain tills at Cape Gage were deposited at shallower depths
(<100 m), as indicated by an abundance of the pectinid bivalve
""Zygochlamys"" anderssoni and the epibiotic foram Cibicides
lobatulus. Macrofaunal and foraminiferal biofacies of glaciomarine and
interglacial deposits share many similarities, which suggests that
temperature is not the dominant factor in the distribution of late
Neogene Antarctic biota. Approximately 10 m.y. of Miocene - Pliocene
climatic record is preserved within the rock sequence of the James
Ross Island Volcanic Group. Prevailing glacial conditions were
punctuated by interglacial conditions around 3 Ma.",dataset,,NASA Earthdata,C1214613994-SCIOPS,,,2026-09-20 21:43:29.55714
168,"Cosmic Ray Associated Atmospheric Pressure and Wind Speed Records, Antarctica","Records of atmospheric pressure and wind speed used in conjunction with cosmic ray data recorded at corresponding Antarctic cosmic ray observatories. Data has been collected from Australian Antarctic cosmic ray observatories during operational times at Macquarie Island, Casey, Wilkes and Mawson.  Individual observatory operating periods are available on request.",dataset,,NASA Earthdata,C1214313427-AU_AADC,,,2026-09-20 21:43:30.47386
158,"Lakumasaurus antarcticus, n. gen. et sp., a new mosasuaur (Reptilia, Squamata) fron the Upper Cretaceous of Antarctica","Mosasaurs were large predatory lizards that typically inhabited warm,
epicontinental seas during the last 20 millon years of the Mesozoic
Era. Evidence of their taxonomic diversity derives mainly from
significant finds from Late Cretaceous rocks of North America, Europe,
and Northen Africa. In contrast, the mososaue recordd from Southern
Hemisphere is partial and much less informative. Mosasaur remains from
Antarctica are mostly limited to isolated teeth and fragmentary bones,
thus restricting their potential implications for mosasaur phylogeny
and paleobiogeography. Here we report on a new tylosaurine mosasaur,
Lakumasaurus antarcticus gen. et sp. nov., discovered in the Late
Cretaceous beds of James Ross Island, northeast Antarctic Penindula.

Lakumasaurus is the most complete mosasaur yet recorder in
Antarctica, thus providing insights on mosasaur diversification in the
southern seas.

This discovery, together with Late Cretaceous mosasaur from New
Zealand, suggest that distinction betwen Creataceous marine reptile
faunas of the Southern and Northern hemisphere were greater than has
been thought.",dataset,,NASA Earthdata,C1214612197-SCIOPS,,,2026-09-20 21:43:29.561079
159,"Paleontology of vertebrates, James Ross Basin, Antarctica","This data set consists of a collection of fossil vertebrates,
invertebrates, and plants from the Lopez de Bertodano, Sobral,
Cross Valley, and La Meseta Formations of Seymour Island, Antarctica.",dataset,,NASA Earthdata,C1214611364-SCIOPS,,,2026-09-20 21:43:29.565018
160,"Geology of Seymour Island, Antarctica","Currently, the data set is comprised of approximately 450
granulometric analyses of 70 loose grain mineralogical preparations
from 30 geological sections of Seymour Island, Antarctica.  The data
set also includes 100 microprobe heavy mineral analyses of sandstones from
the La Meseta Formation.  Fifty thin sections of sandstones from the Sobral,
Cross Valley, and La Meseta Formations have been prepared.",dataset,,NASA Earthdata,C1214610940-SCIOPS,,,2026-09-20 21:43:29.570871
161,"SISMOANTAR, Seismological Data from Stations in Antarctica from the Instituto Antartico Argentino","This data set contains 450 earthquake sections digitally recorded in
Antarctica.",dataset,,NASA Earthdata,C1214611675-SCIOPS,,,2026-09-20 21:43:29.574893
162,"Study of Submarine Gas Leakage at Admiralty Sound, Antarctica","The submarine leakage of non volcanic gases, composed mainly by methane (CH4)
an traces of CO2 and SH2 observed at Admiralty Sound (Estrecho Bouchard)
suggests that accumulation of methane hydrates probably occur below the sea
bottom.",dataset,,NASA Earthdata,C1214610971-SCIOPS,,,2026-09-20 21:43:29.578697
163,Volcanology Data for Deception Island in the South Shetland Islands off Antarctica from the Instituto Antartico Argentino,"Instituto Antartico Argentino Antarctic Data Base describes volcano
data from Deception Island in the South Shetland Islands off Antarctica.
The data includes 400 terrestrial gravimetric measurement points, 200
terrestrial magnetic measurement points, 2000 seismic event dates, 100
geochemical analyses, and about 50 analyses of fumarole gas.",dataset,,NASA Earthdata,C1214611557-SCIOPS,,,2026-09-20 21:43:29.582906
164,Oceanography - Oceanografia Costera Data for Antarctica from the Instituto Antartico Argentino,"This data set is the result of a coastal dynamics study which involved
the determination of circulation in different coastal areas, and their
influence on the nearby seas.",dataset,,NASA Earthdata,C1214611650-SCIOPS,,,2026-09-20 21:43:29.587483
165,"CEOS Cal Val Test Site - Dome C, Antarctica - Instrumented Site","On the background of these requirements for sensor calibration, intercalibration and product validation, the subgroup on Calibration and Validation of the Committee on Earth Observing System (CEOS) formulated the following recommendation during the plenary session held in China at the end of 2004, with the goal of setting-up and operating an internet based system to provide sensor data, protocols and guidelines for these purposes:

Background:

Reference Datasets are required to support the understanding of climate change and quality assure operational services by Earth Observing satellites. The data from different sensors and the resulting synergistic data products require a high level of accuracy that can only be obtained through continuous traceable calibration and validation activities.
Requirement:

Initiate an activity to document a reference methodology to predict Top of Atmosphere (TOA) radiance for which currently flying and planned wide swath sensors can be intercompared, i.e. define a standard for traceability. Also create and maintain a fully accessible web page containing, on an instrument basis, links to all instrument characteristics needed for intercomparisons as specified above, ideally in a common format. In addition, create and maintain a database (e.g. SADE) of instrument data for specific vicarious calibration sites, including site characteristics, in a common format. Each agency is responsible for providing data for their instruments in this common format. Recommendation : The required activities described above should be supported for an implementation period of two years and a maintenance period over two subsequent years. The CEOS should encourage a member agency to accept the lead role in supporting this activity. CEOS should request all member agencies to support this activity by providing appropriate information and data in a timely manner.

Instrumented Sites:
Dome C, Antarctica is one of eight instrumented sites that are CEOS Reference Test Sites. The CEOS instrumented sites are provisionally being called LANDNET. These instrumented sites are primarily used for field campaigns to obtain radiometric gain, and these sites can serve as a focus for international efforts, facilitating traceability and inter-comparison to evaluate biases of in-flight and future instruments in a harmonized manner.  In the longer-term it is anticipated that these sites will all be fully automated and provide surface and atmospheric measurements to the WWW in an autonomous manner reducing some of the cost of a manned campaign, at present three can operate in this manner.",dataset,http://calvalportal.ceos.org/web/guest/home,NASA Earthdata,C1220566821-USGS_LTA,,,2026-09-20 21:43:30.456821
166,Elevated cadmium accumulation in marine organisms from Terra Nova Bay (Antarctica) during 1989-1991,"As a contribution towards identification of the principal environmental factors
involved in cadmium accumulation in Antarctic marine organisms and the
establishment of a baseline near the Italian Antarctic Station Baia Terra Nova,
surface sediments, plankton and benthic organisms were studied in coastal
waters of Terra Nova Bay (Ross Sea). The cadmium content of sediments was
similar to that regarded as background in most marine coastal areas, whereas in
surface water, phyto-and zooplankton it was similar to values measured in areas
of enhanced upwelling. Algal and animal taxa dominating benthic associations
had higher cadmium content than related species from other seas. Very high
concentrations of the metal were found in sponges (10-80 mg/g dw) and in the
digestive glands of molluscs (up to 345 mg/g in Nebucciinum eatoni). The rapid
regeneration of cadmium and its natural occurrence and bioavailability in
highly productive coastal waters seems to be responsible for cadmium
accumulation in the tissue of marine organisms near the Baia Terra Nova
station.",dataset,,NASA Earthdata,C1214620874-SCIOPS,,,2026-09-20 21:43:30.464808
167,"Water temperature and pressure, 2000, Cape Armitage, McMurdo Sound,Antarctica","Water and pressure data were collect throughout the year at 2 min
      intervals at a depth of 18 meters with a moored SB-39 Seabird
      temperature logger.
      
      The data are plotted as a function of time.  Data is also being
      collected from the same site for the year of 2001.  The temperature
      data is plus or minus about 0.005oC.and show daily as well as yearly
      variation.  Pressure data allows one to calculate the tidal excursions
      for the same period.",dataset,,NASA Earthdata,C1214610577-SCIOPS,,,2026-09-20 21:43:30.469435
169,"Cosmic Ray Surface Muon Data, Antarctica","Data have been collected from muon detectors in cosmic ray observatories/laboratories at Macquarie Island, Wilkes, Casey and Mawson.  Data have been collected from varied detectors and detecting systems, specific operational times and detector information are available on request.
  
This dataset contains normalised counting rate records from the combined north/south pointing proportional counter telescopes P2 and P3 in low and high zenith angle modes, corrected for atmospheric pressure variation.  No correction has been made for height or temperature of the 125mb level resulting in a significant seasonal variation but no diurnal variation at Antarctic latitudes.

The telescope output consists of the sum of the 2-fold coincidence counting rates.  Coincidence counts from individual counter pairs are summed into thirteen possible arrival zenith angles and two arrival directions (north or south).  The low zenith data are hourly sums of coincidences from the seven lowest zenith angles of arrival (34 degrees -51 degrees) and the high zenith data are hourly sums of coincidences of the remaining six zenith angles of arrival (55 degrees -79 degrees).

The accidental rate is removed from the total coincidence rate using a resolving time difference method (See  Jacklyn R M and Duldig M L, 20th Int. Cosmic Ray Conf. Papers, Moscow,  Vol 4, pp. 380-383, 1987).

Further information is also provided in ANARE Research Notes 102, 50 Years of cosmic ray research in Tasmania.  A copy of this research note is available for download from the provided URL.",dataset,,NASA Earthdata,C1214308508-AU_AADC,,,2026-09-20 21:43:30.478348
170,"Cosmic Ray Underground Muon Data, Mawson, Antarctica","Hourly muon data collected from detectors housed in an underground (11 m.w.e.)  vault at Mawson. Data are recorded from two viewing directions:
(a) North - Zenith 24 deg., Azimuth 330 deg (P6, P7) and 
(b) South-West - Zenith 40 deg, Azimuth 205 deg (P9, P10).
Data are available in raw form or count rates that have been corrected for atmospheric pressure variations.
Detecting methods range from geiger counter telescopes, installed in 1972, to proportional counter telescopes, installed in 1982 and still in operation.
  
This data contain normalised counting rate records from the combined north pointing proportional counter telescopes P6 and P7 and the southwest pointing proportional counter telescopes P9 and P10, corrected for atmospheric pressure variation.

The telescope output consists of the sum of the 2-fold coincidence counting rates from two identical modules.

The accidental rate is removed from the total coincidence rate using a resolving time difference method (See  Jacklyn R M and Duldig M L, 20th Int. Cosmic Ray Conf. Papers, Moscow,  Vol 4, pp. 380-383, 1987).

Further information is also provided in ANARE Research Notes 102, 50 Years of cosmic ray research in Tasmania.  A copy of this research note is available for download from the provided URL.",dataset,,NASA Earthdata,C1214308430-AU_AADC,,,2026-09-20 21:43:30.482463
171,"Automatic Weather Station Data obtained at Dome A (Argus), Antarctica","Automatic Weather Station data obtained at Dome A (Argus), Antarctica.

Data from this AWS are currently available from 2005-2017. At this stage the AWS remains operational, and the data record will be updated as data become available. 

The surface elevation of Dome Argus (Dome A) is 4093 m, i.e., at one of the highest place in Antarctica. Our Automatic Weather Station has been deployed near one end of an elongated ridge (about 60 km long and 10 km wide). At this location the thickness of the glacial ice sheet is in excess of 3000 m, overlaying the subglacial Gamburtsev Mountains. We consider this location as a potential site to collect an ice core to provide a record of past climate and atmospheric gas composition going back more than one million years.

The Dome A AWS measures:
- wind speed (knots)
- air temperature - with sensors mounted on mast arms at 1 m, 2 m and 4 m above the snow surface (degrees Celsius) 
- snow temperature at 0.1 m, 1 m, 3 m and 10 m depth
- atmospheric pressure (hPa)
- wind direction (degrees)
- incoming solar radiation (MJ per square metre)
- relative humidity (percent)
- snow-fall rate.
(We note that sensor heights decrease as precipitation settles at the site.)

Time is given in UTC.",dataset,https://data.aad.gov.au/eds/4521/download,NASA Earthdata,C1214313418-AU_AADC,,,2026-09-20 21:43:30.487304
172,"AFI 07/02_02 Subglacial Lake Ellsworth - GPS data, Antarctica, 2007/08",Geographical Positioning System (GPS) data recorded in the region of Subglacial Lake Ellsworth. Recording instruments: Leica geodetic receivers. Four locations with continuous data records; all other locations (~70) occupied for short periods (mostly 1 hour).,dataset,,NASA Earthdata,C1214594535-SCIOPS,,,2026-09-20 21:43:30.491935
173,"AFI 07/02_03 Subglacial Lake Ellsworth - RADAR data, Antarctica, 2007/08",Radar data acquired in the region of Subglacial Lake Ellsworth. Recording instrument: the British Antarctic Survey's (BAS) DELORES 1 and DELORES II radar systems. Line length between 1 and 45 km. Simultaneous GPS data acquired with Leica geodetic GPS receiver at 1 sec intervals.,dataset,,NASA Earthdata,C1214594554-SCIOPS,,,2026-09-20 21:43:30.496073
174,"AFI 07/02_04 - Subglacial Lake Ellsworth - METEOROLOGICAL data, Antarctica, 2007/08","Meteorological data acquired in the region of Subglacial Lake Ellsworth. Recording instrument: HOBO Weather Station (HOBO AWS) recording wind speed, wind direction, temperature, pressure, humidity, solar radiation.  HOBO - registered trademark of the Onset Computer Corporation",dataset,,NASA Earthdata,C1214594536-SCIOPS,,,2026-09-20 21:43:30.500547
175,"AFI 07/02_06 - Subglacial Lake Ellsworth - ICE CORE data, Antarctica, 2007/08","Analysis of shallow ice cores collected in the region of Subglacial Lake Ellsworth. Three cores drilled to ~20 m depth. Two cores returned to UK for analysis. One core measured for density-depth in the field, then discarded. One of the two cores returned to UK has been sent to Bristol University for major anion/cation analysis; the other core is at the British Antarctic Survey (BAS) and will be analysed for accumulation rate. Density data is complete. Accumulation and chemical analysis is in progress.",dataset,,NASA Earthdata,C1214594556-SCIOPS,,,2026-09-20 21:43:30.505954
